Product Name,Product Currency,Product Price,Product Brand,Product Description,Product Page Link,Product Image Link,Category,Sub-Category,Rating,Source,Available,Delivery,Release Date
Easy Care Antiseptic Liquid Cleaner - 250 Ml (2+1 FREE),EGP,45,Easy Care,"-kills 99.9% of germs” 
-Dual action through 2 very potent antiseptics which are 100% natural Pine Oil & the PCMX (Para Chloro Meta Xylinol). 
-Cleans and shines surfaces 
-Safe to use on Skin, kitchens and Laundry 
-Registered at Ministry of Health 
",https://www.jumia.com.eg/easy-care-antiseptic-liquid-cleaner-250-ml-21-free-20814360.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/06/341802/1.jpg?1663,Supermarket,Household Supplies,4.8 out of 5,Jumia,True,True,"September 30,2021"
Vero Dish Soap - 5 L + 900ml + Sponge - Yellow,EGP,40,Vero,"-vero liquid dish soap with high quality 5 ltr + 900ml + gift sponge 
-use for cleaning dishs from stick and remove it 
-with smell lemon 
-kind for hand and hard for dish 
-give your dish high cleaning 
-free gift sponge with offer 
-cap and sponge colour may vary 
",https://www.jumia.com.eg/dish-soap-5-l-900ml-sponge-yellow-vero-mpg133652.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/16/56702/1.jpg?5389,Supermarket,Household Supplies,3.7 out of 5,Jumia,True,True,"September 30,2021"
Clorox 5X1 Disinfecting Household Cleaner - Sea Breeze - 700ml,EGP,21,Clorox,"-5X1 Disinfecting Household Cleaner 
-Sea Breeze 
-700ml 
",https://www.jumia.com.eg/clorox-5x1-disinfecting-household-cleaner-sea-breeze-700ml-17653065.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/035671/1.jpg?6624,Supermarket,Household Supplies,5 out of 5,Jumia,True,True,"September 30,2021"
Harpic Toilet Cleaner – Peach & Jasmine - 450ml,EGP,26,Harpic,"-An efficient cleaning of your toilet. 
-It kills germs and removes stains and lime scale. 
-Leaves a longer lasting fragrance in your toilet and gives you maximum coverage in the bowl. 
",https://www.jumia.com.eg/toilet-cleaner-peach-jasmine-450ml-harpic-mpg158836.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/421381/1.jpg?4255,Supermarket,Household Supplies,4.5 out of 5,Jumia,True,True,"September 30,2021"
Clorox 5X1 Disinfecting Household Cleaner - Lemon - 700ml,EGP,22,Clorox,"-5X1 Disinfecting Household Cleaner 
-Lemon 
-700ml 
",https://www.jumia.com.eg/clorox-5x1-disinfecting-household-cleaner-lemon-700ml-17653062.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/26/035671/1.jpg?6614,Supermarket,Household Supplies,4.7 out of 5,Jumia,True,True,"September 30,2021"
Veroll Anti Septic Cleaner - 125 Ml - 8 Pcs + 2 Pcs,EGP,46,Veroll,"-veroll liquid for all cleaning purpose 
-special offer 8 pcs + 2 pcs gift 
-every pc 125 ml for 3 times with high concentrate 
-with pine smell for bathroom and floor 
-give the room and the toilets high anti-septic for harm bacteria 
-cap colour may vary 
",https://www.jumia.com.eg/veroll-anti-septic-cleaner-125-ml-8-pcs-2-pcs-2087049.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/94/07802/1.jpg?0198,Supermarket,Household Supplies,3.9 out of 5,Jumia,True,True,"September 30,2021"
Dettol Family Pack - 30% OFF,EGP,116,Dettol,"-Dettol Antiseptic Disinfectant liquid is a concentrated antiseptic solution 
-Kills bacteria 
-Provides protection against germs which can cause infection and illness 
-Kills germs on skin 
-Protects against infection from cuts, scratches, and insect bites 
-Household disinfectant 
-Used on Surfaces or in laundry 
-Recommended by Doctors 
",https://www.jumia.com.eg/dettol-family-pack-30-off-21116945.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/961112/1.jpg?8446,Supermarket,Household Supplies,4.4 out of 5,Jumia,True,True,"September 30,2021"
Discount Nuts Roasted & Salted Mix Nuts - 500gm,EGP,108,Discount Nuts,"-Pistachio 
-Cashew 
-Almonds 
-Hazelnuts 
-Walnuts 
-Roasted & Salted 
-500gm 
",https://www.jumia.com.eg/discount-nuts-roasted-salted-mix-nuts-500gm-15919434.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/43/491951/1.jpg?1032,Supermarket,Dried food & Nuts,4.2 out of 5,Jumia,True,True,"September 30,2021"
Discount Nuts Roasted & Salted Cashew  - 500gm,EGP,260,Discount Nuts,"-Cashew 
-Roasted 
-Salted 
-500gm 
",https://www.jumia.com.eg/discount-nuts-roasted-salted-cashew-500gm-15787643.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/678751/1.jpg?0971,Supermarket,Dried food & Nuts,4.3 out of 5,Jumia,True,True,"September 30,2021"
Discount Nuts Roasted & Salted Almond  - 500gm,EGP,200,Discount Nuts,"-Almond 
-Roasted 
-Salted 
-500gm 
",https://www.jumia.com.eg/discount-nuts-roasted-salted-almond-500gm-15787845.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/878751/1.jpg?1032,Supermarket,Dried food & Nuts,4.3 out of 5,Jumia,True,True,"September 30,2021"
Discount Nuts Iranian Roasted & Salted Pistachio - 500gm,EGP,256,Discount Nuts,"-Pistachio 
-Iranian 
-Roasted 
-Salted 
-500gm 
",https://www.jumia.com.eg/iranian-roasted-salted-pistachio-500gm-generic-mpg731805.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/98/908271/1.jpg?0971,Supermarket,Dried food & Nuts,4.3 out of 5,Jumia,True,True,"September 30,2021"
Discount Nuts Shelled Walnuts - 500gm,EGP,200,Discount Nuts,"-Walnuts 
-Half 
-Shelled 
-500gm 
",https://www.jumia.com.eg/discount-nuts-shelled-walnuts-500gm-15919440.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/491951/1.jpg?1032,Supermarket,Dried food & Nuts,4.2 out of 5,Jumia,True,True,"September 30,2021"
Discount Nuts Roasted Hazelnuts - 500g,EGP,190,Discount Nuts,"-Hazelnut 
-Roasted 
-No Added Salt 
-500gm 
",https://www.jumia.com.eg/discount-nuts-roasted-hazelnuts-500g-15919439.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/93/491951/1.jpg?9109,Supermarket,Dried food & Nuts,4.3 out of 5,Jumia,True,True,"September 30,2021"
Discount Nuts Roasted & Salted Pistachio - 500gm,EGP,250,Discount Nuts,"-Pistachio 
-Roasted 
-Salted 
-500gm 
",https://www.jumia.com.eg/discount-nuts-roasted-salted-pistachio-500gm-15919433.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/33/491951/1.jpg?0971,Supermarket,Dried food & Nuts,4.2 out of 5,Jumia,True,True,"September 30,2021"
"Abu Auf Roasted & Salted Cashews, 50 Gm",EGP,38,Abu Auf,"-Brand:Abu Auf 
-Size:50 gm 
-Type:Roasted & Salted Cashews 
",https://www.jumia.com.eg/abu-auf-roasted-salted-cashews-50-gm-977303.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/3779/1.jpg?2279,Supermarket,Dried food & Nuts,4.2 out of 5,Jumia,True,True,"September 30,2021"
Chipsy Forno Baked Potato Chips Fusion With Greek Mix - 12Pcs x 41-45gm Pack,EGP,60,Chipsy,"-Type: Forno Baked Potato Chips Fusion 
-Flavor: Greek Mix 
-Number of Packs: 12 
-Weight Per Pack: 41-45 gm 
",https://www.jumia.com.eg/forno-baked-potato-chips-fusion-with-greek-mix-12pcs-x-41-45gm-pack-chipsy-mpg730661.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/415781/1.jpg?5285,Supermarket,Dried food & Nuts,2 out of 5,Jumia,True,True,"September 30,2021"
Live Green Pretzel Cheese Flavor 180 Gm,EGP,20,Live Green,"-Brand:Live Green 
-Flavor: Cheese 
-Total Weight: 180 gm 
-Type : -Baked Pretzels  -Low Fat 
",https://www.jumia.com.eg/live-green-pretzel-cheese-flavor-180-gm-2049945.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/54/99402/1.jpg?7587,Supermarket,Dried food & Nuts,4.2 out of 5,Jumia,True,True,"September 30,2021"
"Abu Auf Roasted & Salted Pistachio, 50 Gm",EGP,29,Abu Auf,"-Our roasted pistachios are salted and come fresh with a premium quality. They are not only nutritious but delicious as well! They have a tantalizing taste and natural flavor. One crunchy bite and you’ll realize these are truly the best snack at your fingertips. Our nut collection is available in varieties that is sure to please the most discriminating palate. 
",https://www.jumia.com.eg/abu-auf-roasted-salted-pistachio-50-gm-977301.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/3779/1.jpg?2059,Supermarket,Dried food & Nuts,4.4 out of 5,Jumia,True,True,"September 30,2021"
Nabtah Chia Seeds - 200 Gm,EGP,40,Nabtah,"-Manganese is an essential mineral for metabolism, growth, and development. 
-Phosphorous: as it contributes to bone health and tissue preservation 
-Copper; Which is an important mineral for heart health 
-Selenium; As it is an important antioxidant, and it contributes to many processes in the body. 
-Iron: It is one of the components of erythrocyte hemoglobin, as it participates in transporting oxygen to the entire body 
-Magnesium: It plays an important role in many processes in the body, and the Western diet often lacks this element. 
-Calcium: It is the most abundant mineral in the body. It's important for healthy bones, muscles and nerves. 
",https://www.jumia.com.eg/nabtah-chia-seeds-200-gm-21169708.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/796112/1.jpg?9549,Supermarket,Dried food & Nuts,5 out of 5,Jumia,True,True,"September 30,2021"
Nabtah Quinoa Seeds - 200 Gm,EGP,45,Nabtah,"-Benefits of quinoa for health: 
-A source of minerals: Quinoa pills contain many important nutrients, including magnesium, zinc, copper, iron and phosphorous, and also contain carbohydrates, fiber, antioxidants, all of which are very beneficial to health. 
-Cancer protection: Quinoa pills help prevent cancer, as it contains antioxidants, which help protect body cells from free radicals. 
-Maintaining heart health: Quinoa has a role in reducing harmful cholesterol in the blood, which protects the heart from exposure to strokes. In addition, quinoa pills help regulate heartbeat and maintain the health of blood vessels. 
",https://www.jumia.com.eg/nabtah-quinoa-seeds-200-gm-21169710.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/01/796112/1.jpg?9549,Supermarket,Dried food & Nuts,4.5 out of 5,Jumia,True,True,"September 30,2021"
3attar Israa Tamarind Pack - 300gm,EGP,40,3attar,"-Brand: 3attar 
-Israa Tamarind Pack 
-300gm 
",https://www.jumia.com.eg/3attar-israa-tamarind-pack-300gm-21490205.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/209412/1.jpg?3177,Supermarket,Dried food & Nuts,0 out of 5,Jumia,True,True,"September 30,2021"
Nabtah Sunflower Seeds - 200 Gm,EGP,30,Nabtah,"-Preventing cell damage and thus plays an effective role in preventing cancer diseases as sunflower seeds are a good source of selenium, which is the first enemy of cancer. 
-Sunflower contains minerals needed for bone health: In addition to calcium, bones need magnesium and copper in order to stay strong, and sunflower contains these minerals. It also contains vitamin E, which helps reduce the pain of arthritis. 
-Makes you maintain your calm: Magnesium calms the nerves and thus relieves stress and migraines. 
-Sunflower helps to glow the skin: Vitamin E works to resist the violet rays and maintains youthful skin as it relieves all natural infections such as arthritis, stomach ulcers, rashes and asthma 
-Just eating 1/4 cup a day helps you keep your heart healthy and prevents cholesterol from sticking to the arteries 
-Sunflower can be eaten crunchy and included in your daily diet, and enter into baked goods, rice, pasta, and countless areas because sunflower contains many characteristics. 
",https://www.jumia.com.eg/nabtah-sunflower-seeds-200-gm-21169709.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/90/796112/1.jpg?9549,Supermarket,Dried food & Nuts,3.7 out of 5,Jumia,True,True,"September 30,2021"
Nabtah Quinoa Seeds - 500gm,EGP,100,Nabtah,"-Benefits of quinoa for health: 
-A source of minerals : Quinoa pills contain many important nutrients, including magnesium, zinc, copper, iron and phosphorous, as well as carbohydrates, fiber, antioxidants and folic acid, all of which are very beneficial to health. 
-Cancer protection : Quinoa helps prevent cancer, as it contains antioxidants, which help protect the body's cells from free radicals. 
-Maintain a healthy heart : Quinoa has a role in reducing harmful cholesterol in the blood, which protects the heart from exposure to strokes. In addition, quinoa pills help regulate heartbeat and maintain the health of blood vessels. 
",https://www.jumia.com.eg/nabtah-quinoa-seeds-500gm-20584570.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/07/548502/1.jpg?1544,Supermarket,Dried food & Nuts,1 out of 5,Jumia,True,True,"September 30,2021"
My Way Dried Peaches - 135gm - 3PCs,EGP,68,My Way,"-مشمشية 3PC 
-قمر الدين 
-135جرام 
",https://www.jumia.com.eg/my-way-dried-peaches-135gm-3pcs-14115865.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/851141/1.jpg?3029,Supermarket,Dried food & Nuts,0 out of 5,Jumia,True,True,"September 30,2021"
El Torr Fava Nuts - Bbq Flavor - 125 Gm,EGP,30,El Torr,"-Vegan 
-Organic 
-35g Protein 
-Gluten Free 
-Zero Cholesterol 
-High fiber 
-NO Additives or preservatives 
-Very low in sodium 
",https://www.jumia.com.eg/el-torr-fava-nuts-bbq-flavor-125-gm-17838198.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/89/183871/1.jpg?0169,Supermarket,Dried food & Nuts,3.8 out of 5,Jumia,True,True,"September 30,2021"
El Torr Fava Nuts - Chilli & Lemon Flavor - 125 Gm,EGP,30,El Torr,"-Vegan 
-Organic 
-35g Protein 
-Gluten Free 
-Zero Cholesterol 
-High fiber 
-NO Additives or preservatives 
-Very low in sodium 
",https://www.jumia.com.eg/el-torr-fava-nuts-chilli-lemon-flavor-125-gm-17838200.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/283871/1.jpg?0169,Supermarket,Dried food & Nuts,1 out of 5,Jumia,True,True,"September 30,2021"
Organic Nation Chia Seeds - 200G,EGP,70,Organic Nation,"-Organic Nation Chia Seeds-200G 
-Organic Nation Chia Seeds are 100% natural, NON-GMO, Vegan and Gluten-Free. 
-Chia Seeds:Source of Omega 3.Source of Plant Protein.Source of Fiber.Rich in Antioxidant.Support Colon Cleanse. 
",https://www.jumia.com.eg/organic-nation-chia-seeds-200g-19525396.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/352591/1.jpg?0031,Supermarket,Dried food & Nuts,4.5 out of 5,Jumia,True,True,"September 30,2021"
Daily Fresh Salted Pistachios - 300gm,EGP,240,Daily Fresh,"-Pistachio 
-Roasted 
-Salted 
-300gm 
",https://www.jumia.com.eg/daily-fresh-salted-pistachios-300gm-21039306.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/60/393012/1.jpg?1160,Supermarket,Dried food & Nuts,5 out of 5,Jumia,True,True,"September 30,2021"
El Torr Fava Nuts - Salt And Vinegar Flavor - 125 Gm,EGP,30,El Torr,"-Vegan 
-Organic 
-35g Protein 
-Gluten Free 
-Zero Cholesterol 
-High fiber 
-NO Additives or preservatives 
-Very low in sodium 
",https://www.jumia.com.eg/el-torr-fava-nuts-salt-and-vinegar-flavor-125-gm-17838201.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/10/283871/1.jpg?0171,Supermarket,Dried food & Nuts,2.5 out of 5,Jumia,True,True,"September 30,2021"
3attar Al-Ahlam Qamar Al-Din Pack - 400 g,EGP,62,3attar,"-Brand: 3attar 
-Al-Ahlam Qamar Al-Din Pack 
-400 g 
",https://www.jumia.com.eg/3attar-al-ahlam-qamar-al-din-pack-400-g-21490204.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/209412/1.jpg?3132,Supermarket,Dried food & Nuts,4 out of 5,Jumia,True,True,"September 30,2021"
El Torr Fava Nuts - 5 Flavors - 5 Pcs - 125 Gm,EGP,100,El Torr,"-Vegan 
-Organic 
-35g Protein 
-Gluten Free 
-Zero Cholesterol 
-High fiber 
-NO Additives or preservatives 
-Very low in sodium 
",https://www.jumia.com.eg/el-torr-fava-nuts-5-flavors-5-pcs-125-gm-17838204.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/40/283871/1.jpg?0169,Supermarket,Dried food & Nuts,3.3 out of 5,Jumia,True,True,"September 30,2021"
Abu Auf Roasted Pistachio - 100 Gm,EGP,60,Abu Auf,,https://www.jumia.com.eg/box-of-roasted-pistachio-100-gm-abu-auf-mpg697491.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/68/8539/1.jpg?1061,Supermarket,Dried food & Nuts,4.1 out of 5,Jumia,True,True,"September 30,2021"
My Way Dried Peaches - 135gm,EGP,49,My Way,"-مشمشية 
-قمر الدين 
-135جرام 
",https://www.jumia.com.eg/my-way-dried-peaches-135gm-11920905.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/50/902911/1.jpg?7323,Supermarket,Dried food & Nuts,3.8 out of 5,Jumia,True,True,"September 30,2021"
Organic Nation Raw Walnut - 100g,EGP,50,Organic Nation,"-محمصنهاش عشان تحتفظ بكل قيمتها! 
-القيمة الغذائية كاملة في عين الجمل الأمريكي من أورجانيك نيشن، حبوب 
-مقشرة، نيئة وغير مملحة، مصدر غني بالدهون الصحية، الفيتامينات 
-والمعادن، والألياف، مضادات الأكسدة والبروتين.تحسن من وظائف المخ 
-والإدراك، وتقوي الذاكرة، وتقلل نسب الكوليسترول، وتساعد في تكملة 
-النظام الغذائي الصحي.جرب عين الجمل في طبق المكسرات أو في 
-الوجبات، 
",https://www.jumia.com.eg/organic-nation-raw-walnut-100g-20519364.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/391502/1.jpg?9646,Supermarket,Dried food & Nuts,5 out of 5,Jumia,True,True,"September 30,2021"
Organic Nation Pumpkin Seeds-200G,EGP,80,Organic Nation,"-SKU: OR756FF13F1KBNAFAMZ 
-Model: 6224009096930 
-Production Country: Egypt 
-Color: Clear 
-Main Material: plastic 
",https://www.jumia.com.eg/organic-nation-pumpkin-seeds-200g-19860266.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/206891/1.jpg?9552,Supermarket,Dried food & Nuts,4.8 out of 5,Jumia,True,True,"September 30,2021"
El Torr Fava Nuts - Wasabi Flavor - 125 Gm,EGP,30,El Torr,"-Vegan 
-Organic 
-35g Protein 
-Gluten Free 
-Zero Cholesterol 
-High fiber 
-NO Additives or preservatives 
-Very low in sodium 
",https://www.jumia.com.eg/el-torr-fava-nuts-wasabi-flavor-125-gm-17838203.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/30/283871/1.jpg?0168,Supermarket,Dried food & Nuts,2.5 out of 5,Jumia,True,True,"September 30,2021"
El Torr Fava Nuts - Cumin Flavor - 125 Gm,EGP,30,El Torr,"-Vegan 
-Organic 
-35g Protein 
-Gluten Free 
-Zero Cholesterol 
-High fiber 
-NO Additives or preservatives 
-Very low in sodium 
",https://www.jumia.com.eg/el-torr-fava-nuts-cumin-flavor-125-gm-17838195.html,https://eg.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/59/183871/1.jpg?0169,Supermarket,Dried food & Nuts,0 out of 5,Jumia,True,True,"September 30,2021"
